ID_CLIENT,CLERK_TYPE,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,EDUCATION_LEVEL,STATE_OF_BIRTH,CITY_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,RESIDENCIAL_CITY,RESIDENCIAL_BOROUGH,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOBILE_PHONE,FLAG_EMAIL,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,PROFESSIONAL_CITY,PROFESSIONAL_BOROUGH,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,MATE_PROFESSION_CODE,MATE_EDUCATION_LEVEL,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,RESIDENCIAL_ZIP_3,PROFESSIONAL_ZIP_3
70071,C,10,Web,,1,F,1.0,1,3,RS,BRASILEIRA,1.0,RS,CANELA,CENTRO,N, ,2.0,2.0,N,0.0,455.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,RS,CANELA, ,N, ,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,Y,49.0,956,956.0
70072,C,25,Web,,1,F,1.0,0,4,PA,CASTANHAL,1.0,PA,Castanhal,Jaderlandia,N, ,1.0,,Y,0.0,464.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y, ,,,N, ,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,20.0,687,687.0
70073,C,15,Web,,1,M,6.0,2,2,PB,BARRA DE SANTA ROSA,1.0,PB,REMIGIO,BELA VISTA,N, ,5.0,2.0,N,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,4.0,,,0.0,0.0,0.0,0.0,1.0,N,33.0,583,583.0
70074,C,15,Web,,1,M,1.0,0,4,SP,TABOAO DA SERRA,1.0,SP,Taboao da Serra,Jardim Tres Irmaos,Y,5,,,Y,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,4.0,,,0.0,0.0,0.0,0.0,1.0,Y,34.0,676,676.0
70075,C,15,Web,,1,F,1.0,0,2,RS,GRAVATAI,1.0,RS,GRAVATAI,CENTRAL,Y,54,1.0,20.0,N,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,4.0,,,0.0,0.0,0.0,0.0,1.0,Y,26.0,940,940.0
70076,C,5,Web,,1,F,2.0,0,4,SP,ORLANDIA,1.0,SP,ORLANDIA,JD C ALTA,Y,14,1.0,20.0,Y,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,,,,0.0,0.0,0.0,0.0,1.0,N,55.0,146,146.0
70077,C,25,Carga,1.0,1,F,2.0,0,3,PA,BELEM,1.0,PA,BELEM,GUAMA,Y,117,1.0,1.0,N,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,11,4.0,11.0,,0.0,0.0,0.0,0.0,1.0,N,53.0,660,660.0
70078,C,10,Web,,1,F,2.0,0,2,SP,SAO PAULO,1.0,SP,VARGEM GRANDE PAULISTA,REMANSO I,Y,5,4.0,16.0,N,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,43.0,673,673.0
70079,C,15,Web,,1,F,1.0,1,3,RJ,rio de janeiro,1.0,RJ,Duque de Caxias,Vila Leopoldina,Y,20,1.0,3.0,Y,0.0,769.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,5.0,,,0.0,0.0,0.0,0.0,1.0,N,29.0,250,250.0
70080,C,10,Web,,1,F,1.0,0,3,PR,ALMIRANTE TAMANDARE,1.0,PR,Almirante Tamandare,Jardim Maria Luiza,Y,40,5.0,19.0,Y,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Y,PR,Curitiba,Barreirinha,Y,40,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,Y,18.0,835,835.0
70081,C,10,Web,,1,M,2.0,2,2,MG,pirapora,1.0,MG,buritizeiro,sao francisco,Y,39,1.0,16.0,Y,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,1.0,,,0.0,0.0,0.0,0.0,2.0,N,67.0,392,392.0
70082,C,15,Web,,1,F,1.0,0,4,SE,ESTANCIA,1.0,SE,ARACAJU,JABOTIANA,Y,91,1.0,10.0,N,0.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y, ,,,N, ,0.0,9,5.0,,,0.0,0.0,0.0,0.0,1.0,N,27.0,490,490.0
70083,C,10,Web,,1,F,6.0,1,3,SP,araras,1.0,SP,Araras,Jardim Jose Ometto I,N, ,5.0,30.0,N,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,SP,Araras,Jardim Universitario,Y,18,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,24.0,136,136.0
70084,C,5,Web,,1,M,1.0,1,2,PA,IGARAPE MIRIM,1.0,PA,TUCURUI,COHAB,Y,120,2.0,2.0,Y,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,4.0,,,0.0,0.0,0.0,0.0,1.0,N,35.0,684,684.0
70085,C,10,Web,,1,M,1.0,1,3,MT,Jaciara,1.0,MT,Alta Floresta,Boa Esperanca,N, ,1.0,3.0,N,0.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,0.0,Y,MT,Alta Floresta,Industrial,Y,73,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,26.0,785,785.0
70086,C,15,Web,,1,F,1.0,0,4,SP,SERRANA,1.0,SP,SERRANA,JARDIM DAS ROSAS,Y,14,1.0,10.0,N,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,13,,,,0.0,0.0,0.0,0.0,1.0,N,25.0,141,141.0
70087,C,5,Web,,1,F,1.0,0,4,CE,MORADA NOVA,1.0,CE,HORIZONTE,CENTRO,Y,107,2.0,,Y,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,CE,HORIZONTE,DISTRITO INDUSTRIAL,Y,107,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,Y,25.0,628,628.0
70088,C,20,Web,,1,F,1.0,0,3,PB,CAMPINA GRANDE,1.0,PB,PATOS,VITORIA,Y,103,1.0,5.0,N,0.0,600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,1.0,N,PB,PATOS,VITORIA,Y,103,0.0,2,,,,0.0,0.0,0.0,0.0,2.0,Y,28.0,587,587.0
70089,C,25,Web,,1,M,2.0,0,2,CE,Aiuaba,1.0,SP,Lencois Paulista,julio ferrari,Y,12,1.0,4.0,Y,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,1.0,,,0.0,0.0,0.0,0.0,2.0,Y,55.0,186,186.0
70090,C,15,Web,,1,F,1.0,0,4,AL,MACEIO,1.0,AL,Maceio,Cidade Universitaria,Y,100,1.0,1.0,N,0.0,207.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y, ,,,N, ,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,18.0,570,570.0
70091,C,20,Web,,1,F,1.0,0,4,AL,CARUARU,1.0,AL,BARRA DE STO ANTONIO,CENTRO,N, ,1.0,2.0,N,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,AL,BARRA DE STO ANTONIO,CENTRO,N, ,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,21.0,579,579.0
70092,C,10,Web,1.0,1,M,1.0,0,4,ES,VITORIA,1.0,RJ,Niteroi,Barreto,Y,20,1.0,,Y,0.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,RJ,Niteroi,Centro,N, ,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,35.0,241,241.0
70093,C,25,Web,,1,F,2.0,0,5,MA,SAO DOMINGOS,1.0,MA,GOVERNADOR LUIZ ROCHA,CENTRO,Y,126,1.0,,Y,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,4.0,,,0.0,0.0,0.0,0.0,1.0,N,35.0,657,657.0
70094,C,10,Web,,1,F,6.0,1,2,RJ,RIO DE JANEIRO,1.0,RJ,ITABORAI,MANILHA,Y,20,1.0,4.0,N,0.0,470.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,5.0,,,0.0,0.0,0.0,0.0,1.0,Y,36.0,248,248.0
70095,C,5,Web,,1,F,2.0,0,4,MG,Iturama,1.0,MG,Ituiutaba,Pirapitinga,Y,32,1.0,,Y,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,1.0,,,0.0,0.0,0.0,0.0,1.0,N,61.0,383,383.0
70096,C,10,Web,,1,F,1.0,3,4,BA,Salvador,1.0,BA,Salvador,Pernambues,Y,81,1.0,30.0,N,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,BA,Salvador,Graca,N, ,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,44.0,411,411.0
70097,C,15,Web,,1,M,2.0,0,2,PA,MOCAJUBA,1.0,PA,BREU BRANCO,VILA SANTA ELENA,N, ,1.0,5.0,N,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,1.0,,,0.0,0.0,0.0,0.0,1.0,N,61.0,684,684.0
70098,C,10,Web,,1,F,2.0,0,4,SP,ribeirao preto,1.0,SP,Batatais,Dr Jorge Nazar,Y,14,1.0,10.0,Y,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N, ,,,N, ,0.0,9,5.0,,,0.0,0.0,0.0,0.0,1.0,N,44.0,143,143.0
70099,C,25,Web,1.0,1,F,1.0,0,4,SP,SAO PAULO,1.0,SP,Praia Grande,Campo da Aviacao,Y,10,1.0,1.0,N,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,SP,Praia Grande,Boqueirao,Y,10,0.0,9,2.0,,,0.0,0.0,0.0,0.0,1.0,N,18.0,117,117.0
